site_id,site_name,tid
2509,"Canalicular multispecific organic anion transporter 1, ABC_membrane domain",104617
2510,"Canalicular multispecific organic anion transporter 2, ABC_membrane domain",104623
2511,"Dual specificity mitogen-activated protein kinase kinase 3, Pkinase domain",10478
2512,"Dual specificity mitogen-activated protein kinase kinase 4, Pkinase domain",11047
2513,"Dual specificity mitogen-activated protein kinase kinase 5, Pkinase domain",10371
2514,"Dual specificity mitogen-activated protein kinase kinase 6, Pkinase domain",10235
2515,"Dual specificity mitogen-activated protein kinase kinase 7, Pkinase domain",12919
2516,"Inhibitor of nuclear factor kappa B kinase epsilon subunit, Pkinase domain",12915
2517,"Dual specificity tyrosine-phosphorylation-regulated kinase 4, Pkinase domain",103042
2518,"N-acetyllactosaminide alpha-1,3-galactosyltransferase, Glyco_transf_6 domain",104595
2519,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1, SH2 domain",101017
2520,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1, SH2 domain",101106
2521,"Dual specificity tyrosine-phosphorylation-regulated kinase 1B, Pkinase domain",101014
2522,"Neuronal acetylcholine receptor protein alpha-4 subunit, Neur_chan_LBD domain",10670
2523,"Neuronal acetylcholine receptor protein alpha-9 subunit, Neur_chan_LBD domain",10636
2524,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A, PDEase_I domain",104555
2525,"Putative uncharacterized serine/threonine-protein kinase SgK110, Pkinase domain",101073
2526,"Neuronal acetylcholine receptor; alpha3/alpha6/beta2/beta3, Neur_chan_LBD domain",104894
2527,"Pituitary adenylate cyclase-activating polypeptide type I receptor, 7tm_2 domain",101174
2528,"Voltage-gated potassium channel, IKs; KCNQ1(Kv7.1)/KCNE1(MinK), Ion_trans domain",105509
2529,"Ankyrin repeat and protein kinase domain-containing protein 1, Pkinase_Tyr domain",101226
2530,"S-methylmethionine--homocysteine S-methyltransferase BHMT2, S-methyl_trans domain",105207
2531,"Voltage-gated potassium channel, KQT; KCNQ2(Kv7.2)/KCNQ3(Kv7.3), Ion_trans domain",105510
2532,"Solute carrier family 2, facilitated glucose transporter member 2, Sugar_tr domain",102691
2533,"Solute carrier family 2, facilitated glucose transporter member 5, Sugar_tr domain",102693
2534,"Transient receptor potential cation channel subfamily M member 8, Ion_trans domain",101263
2535,"Transient receptor potential cation channel subfamily V member 1, Ion_trans domain",104156
2536,"Transient receptor potential cation channel subfamily V member 2, Ion_trans domain",12516
2537,"Transient receptor potential cation channel subfamily V member 4, Ion_trans domain",11847
2538,"Transient receptor potential cation channel subfamily V member 4, Ion_trans domain",12018
2539,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial, Aminotran_1_2 domain",104560
2540,"Histone deacetylase 3/Nuclear receptor corepressor 2 (HDAC3/NCoR2), Hist_deacetyl domain",105117
2541,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1, Ion_trans domain",104251
2542,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2, Ion_trans domain",104252
2543,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3, Ion_trans domain",104253
2544,"Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4, Ion_trans domain",103531
2545,"CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase), Pkinase domain",105067
2546,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN, DSPc domain",104574
2547,"Genome polyprotein, RdRP_3 domain",101007
2548,"Genome polyprotein, RdRP_3 domain",101425
2549,"GABA B receptor, ANF_receptor domain",105001
2550,"GABA-B receptor, ANF_receptor domain",104988
2553,"Dihydrofolate reductase, DHFR_1 domain",10455
2554,"Dihydrofolate reductase, DHFR_1 domain",10457
2558,"Rous sarcoma virus integrase, rve domain",19605
2567,"Metabotropic glutamate receptor 3, 7tm_3 domain",12449
2572,"Metabotropic glutamate receptor 5, 7tm_3 domain",103834
2573,"Metabotropic glutamate receptor 6, 7tm_3 domain",11055
2575,"Tyrosine-protein kinase BMX, Pkinase_Tyr domain",30016
2576,"Tyrosine-protein kinase BRK, Pkinase_Tyr domain",30026
2577,"Tyrosine-protein kinase CTK, Pkinase_Tyr domain",11868
2578,"Tyrosine-protein kinase FER, Pkinase_Tyr domain",30007
2579,"Tyrosine-protein kinase FRK, Pkinase_Tyr domain",30012
2580,"Tyrosine-protein kinase Fgr, Pkinase_Tyr domain",104535
2581,"Tyrosine-protein kinase SRC, Pkinase_Tyr domain",11896
2582,"Tyrosine-protein kinase ABL2, Pkinase_Tyr domain",11209
2583,"Tyrosine-protein kinase Lyn , Pkinase_Tyr domain",12470
2584,"Tyrosine-protein kinase Srms, Pkinase_Tyr domain",101508
2585,"Tyrosine-protein kinase ZAP-70, Pkinase_Tyr domain",104541
2586,"Uridine 5'-monophosphate synthase, OMPdecase domain",101114
2587,"Glutamate NMDA receptor; GRIN1/GRIN2A, Lig_chan domain",104298
2588,"Glutamate NMDA receptor; GRIN1/GRIN2B, Lig_chan domain",104297
2597,"Metabotropic glutamate receptor 7, ANF_receptor domain",12956
2603,"Glutamate receptor ionotropic kainate 3, Lig_chan domain",11223
2606,"Glutamate (NMDA) receptor subunit zeta 1, Lig_chan domain",161
2608,"Atrial natriuretic peptide receptor A, ANF_receptor domain",244
2610,"Glutamate NMDA receptor; Grin1/Grin2b, ANF_receptor domain",104821
2611,"Cytoplasmic tyrosine-protein kinase BMX, Pkinase_Tyr domain",104533
2614,"Receptor-type tyrosine-protein phosphatase gamma, Y_phosphatase domain",100629
2615,"Bifunctional dihydrofolate reductase-thymidylate synthase, DHFR_1 domain",103459
2616,GABA A binding site,104688
2617,Benzodiazepine binding site,104688
2618,Barbiturate binding site,104688
2619,Benzodiazepine binding site,105087
2620,16S ribosomal RNA,105830
2621,23S ribosomal RNA,105830
2622,23S ribosomal RNA,105832
2623,16S/23S ribosomal RNA interface,105944
2624,23S ribosomal RNA,106001
2625,50S ribosomal protein L3,106082
2626,50S ribosomal protein L3,106075
2627,Beta tubulin vinca binding domain,104766
2628,Beta tubulin colchine binding site,104766
2629,Beta tubulin paclitaxel binding site,104766
2630,Beta tubulin,106199
2631,Beta tubulin,106200
2632,Beta tubulin,106201
2633,26S proteosome beta-5 subunit,106197
2634,Amiloride-sensitive sodium channel alpha subunit,104888
2635,Calcitonin receptor,104908
2636,Calcitonin receptor,106152
2637,Calcitonin receptor,104909
2638,RNA polymerase beta/beta prime subunit,106172
2639,Glycine receptor alpha subunit,105747
2640,GMCSF receptor alpha subunit,106148
2641,Integrin alpha-4 subunit,104293
2642,Integrin alpha-4 subunit,104768
2643,Integrin beta-3 subunit,104685
2644,Integrin alpha-L subunit,106151
2645,Integrin beta-3 subunit,104292
2646,Interleukin-12 beta subunit,106132
2647,Interleukin-2 alpha/beta subunit,106146
2648,Interleukin-2 alpha subunit,106146
2649,Interleukin-23 beta subunit,106133
2650,Microsomal triglyceride transfer protein large subunit,106181
2651,K-ATPase alpha subunit,104758
2652,Ribonucleoside-diphosphate reductase M1 subunit,104791
2653,K/Na-ATPase alpha subunit,104770
2654,Soluble guanylate cyclase beta subunit,105048
2655,Sulfonylurea receptor 2,104782
2656,CD3 epsilon subunit,106147
2657,Calcium channel alpha-2/delta-1 subunit,105734
2658,Ribonucleoside-diphosphate reductase M2 subunit,104791
2659,30S ribosomal protein S1,105944
2660,"TyR1, 7tm_1 domain",105551
2661,"Protease, RVP domain",106661
2663,"Acrosin, Trypsin domain",108297
2664,"FML2_HUMAN, 7tm_1 domain",102415
2665,"Arginase, Arginase domain",107995
2666,"Neuraminidase, Neur domain",108266
2667,"Arginase-1, Arginase domain",108287
2669,"Beta-secretase 1, Asp domain",108314
2670,"Beta-secretase 1, Asp domain",108394
2671,"CDK1/Cyclin A, Pkinase domain",107893
2672,"CDK2/Cyclin A, Pkinase domain",107895
2673,"CDK3/Cyclin E, Pkinase domain",107897
2674,"CDK9/Cyclin K, Pkinase domain",107901
2675,"JAK1/TYK2, Pkinase_Tyr domain",108405
2676,"JAK3/JAK1, Pkinase_Tyr domain",107917
2677,"Kallikrein 14, Trypsin domain",10854
2678,"Pyridoxal kinase, PfkB domain",103125
2679,"TAK1/TAB1, Pkinase_Tyr domain",107925
2680,"CDK2/Cyclin A1, Pkinase domain",107896
2681,"GABA transporter 2, SNF domain",100571
2682,"Legumain, Peptidase_C13 domain",11241
2683,"PDE7B protein, PDEase_I domain",106550
2684,"Proto-oncogene vav, SH2 domain",108313
2685,"MAP kinase ERK2, Pkinase domain",11080
2686,"Cathepsin B, Peptidase_C1 domain",108277
2687,"Cytochrome P450 1A1, p450 domain",11113
2688,"Deoxycytidine kinase, dNK domain",108359
2689,"Sterol-8,7-isomerase, EBP domain",106636
2690,"CD81 antigen, Tetraspannin domain",103124
2691,"Carbonic anhydrase, Pro_CA domain",107626
2692,"Cytochrome P450 71B1, p450 domain",105549
2693,"5'-nucleotidase, Metallophos domain",102621
2694,"CDK7/Cyclin H/MNAT1, Pkinase domain",107899
2695,"Histamine H2 receptor, 7tm_1 domain",11298
2696,"Glandular kallikrein, Trypsin domain",108296
2697,"Orexin receptor type 1, 7tm_1 domain",107669
2698,"Orexin receptor type 2, 7tm_1 domain",107668
2699,"Oxytocin-like receptor, 7tm_1 domain",108302
2700,"PI3K p110 beta/p85 alpha, SH2 domain",107936
2701,"Lactoperoxidase, An_peroxidase domain",105560
2702,"Phosphodiesterase 4B, PDEase_I domain",10600
2703,"Phosphodiesterase 6A, PDEase_I domain",11515
2704,"Sphingosine kinase 1, DAGK_cat domain",107622
2705,"Uncharacterized protein, 7tm_1 domain",106573
2708,"Carboxylesterase 1D, COesterase domain",108149
2709,"Casein kinase II alpha, Pkinase domain",20147
2710,"Dihydrofolate reductase, DHFR_1 domain",108300
2711,"Leukocyte proteinase 3, Trypsin domain",11413
2712,"Ryanodine receptor 3, Ion_trans domain",10419
2713,"Thymidine kinase, cytosolic, TK domain",12706
2714,"Thymidine kinase, cytosolic, TK domain",108265
2715,"Acetylcholinesterase, COesterase domain",105519
2716,"Acetylcholinesterase, COesterase domain",105533
2717,"Acetylcholinesterase, COesterase domain",105534
2718,"Acetylcholinesterase, COesterase domain",106655
2719,"Acetylcholinesterase, COesterase domain",108263
2720,"Ecdysone receptor, Hormone_recep domain",10462
2721,"Ecdysone receptor, Hormone_recep domain",105550
2722,"Ecdysone receptor, Hormone_recep domain",106719
2723,"Ecdysone receptor, Hormone_recep domain",106720
2724,"Ecdysone receptor, Hormone_recep domain",106722
2725,"Ecdysone receptor, Hormone_recep domain",106723
2726,"Ecdysone receptor, Hormone_recep domain",106724
2727,"Ecdysone receptor, Hormone_recep domain",106725
2728,"Ecdysone receptor, Hormone_recep domain",106726
2729,"Ecdysone receptor, Hormone_recep domain",106727
2730,"Ecdysone receptor, Hormone_recep domain",106728
2731,"Ecdysone receptor, Hormone_recep domain",106729
2732,"Ecdysone receptor, Hormone_recep domain",106731
2733,"Ecdysone receptor, Hormone_recep domain",106732
2734,"Ecdysone receptor, Hormone_recep domain",106733
2735,"P2X purinoceptor 1, P2X_receptor domain",100870
2736,"Purinergic receptor P2Y12, 7tm_1 domain",11000
2737,"Beta-1 adrenergic receptor, 7tm_1 domain",18063
2738,"Beta-3 adrenergic receptor, 7tm_1 domain",108044
2739,"DNMT3A2/3L complex, DNA_methylase domain",108147
2740,"DOPA decarboxylase, Pyridoxal_deC domain",83
2741,"DOPA decarboxylase, Pyridoxal_deC domain",11461
2742,"G-protein coupled receptor, 7tm_1 domain",106663
2743,"Aldehyde dehydrogenase 1A1, Aldedh domain",11130
2744,"Heat shock protein Hsp-16.2, HSP20 domain",105141
2745,"LSD1/CoREST complex, Amino_oxidase domain",108118
2746,"Thioredoxin reductase, Pyr_redox_2 domain",107604
2747,"c-Jun N-terminal kinase 3, Pkinase domain",20110
2748,"Alpha-1b adrenergic receptor, 7tm_1 domain",10652
2749,"Alpha-L-fucosidase I, Alpha_L_fucos domain",11401
2750,"C-C chemokine receptor type 1, 7tm_1 domain",100873
2751,"C-C chemokine receptor type 5, 7tm_1 domain",108255
2752,"Dihydroorotate dehydrogenase, DHO_dh domain",11581
2753,"G-protein coupled receptor 35, 7tm_1 domain",107606
2754,"G-protein coupled receptor 39, 7tm_1 domain",107977
2755,"Vitamin D3 receptor A, Hormone_recep domain",108257
2756,"G-protein coupled receptor 119, 7tm_1 domain",107989
2757,"G-protein coupled receptor 183, 7tm_1 domain",108311
2758,"G-protein coupled receptor 183, 7tm_1 domain",108312
2759,"N-arachidonyl glycine receptor, 7tm_1 domain",107601
2760,"Thymidylate synthase, Thymidylat_synt domain",107960
2761,"Thymidylate synthase, Thymidylat_synt domain",108292
2762,"Trans-cinnamate 4-monooxygenase, p450 domain",105541
2763,"Trans-cinnamate 4-monooxygenase, p450 domain",105542
2764,"Beta-lactamase SHV-95, Beta-lactamase2 domain",105516
2765,"Glucose-6-phosphate translocase, MFS_1 domain",108256
2766,"Histidine decarboxylase, Pyridoxal_deC domain",108298
2767,"Liver carboxylesterase B-1, COesterase domain",106642
2768,"P450 sterol 14-alpha-demethylase, p450 domain",106575
2769,"Proteinase-activated receptor 2, 7tm_1 domain",107662
2770,"Casein kinase II alpha (prime), Pkinase domain",20028
2771,"Cysteinyl leukotriene receptor 2, 7tm_1 domain",10015
2772,"G protein-coupled receptor GPR35, 7tm_1 domain",107605
2773,"Replicase polyprotein 1a, Peptidase_C30 domain",108271
2774,"Nuclear receptor ROR-beta, Hormone_recep domain",107979
2775,"Cytochrome P450 14alpha-demethylase, p450 domain",106545
2776,"Glycogen synthase kinase-3 alpha, Pkinase domain",105418
2777,"Ileal sodium/bile acid cotransporter, SBF domain",104627
2778,"Nuclear receptor ROR-alpha, Hormone_recep domain",101591
2779,"Nuclear receptor ROR-gamma, Hormone_recep domain",103664
2780,"Allene oxide synthase, chloroplastic, p450 domain",105546
2781,"Histone deacetylase 3/NCoR1, Hist_deacetyl domain",107910
2782,"Choline/ethanolamine kinase, Choline_kinase domain",108033
2783,"Serotonin 3 (5-HT3) receptor, Neur_chan_LBD domain",105029
2784,"Catechol O-methyltransferase, Methyltransf_3 domain",108370
2785,"Estradiol 17-beta-dehydrogenase 2, adh_short domain",104366
2786,"G protein-coupled receptor kinase 5, Pkinase domain",102420
2787,"Muscarinic acetylcholine receptor DM1, 7tm_1 domain",106611
2788,"Penicillin-binding protein 3, Transpeptidase domain",108031
2789,"Penicillin-binding protein 4, Transpeptidase domain",108030
2790,"Protoporphyrinogen IX oxidase, Amino_oxidase domain",105521
2791,"Protoporphyrinogen IX oxidase, Amino_oxidase domain",106656
2792,"Ribosomal protein S6 kinase alpha-3, Pkinase domain",108393
2793,"Dual specificity protein phosphatase 10, DSPc domain",107617
2794,"Dual specificity protein phosphatase 15, DSPc domain",107613
2795,"Dual specificity protein phosphatase 23, DSPc domain",107612
2796,"Dual specificity protein phosphatase 26, DSPc domain",105561
2797,"Penicillin-binding protein 1A, Transpeptidase domain",108353
2798,"Probable G-protein coupled receptor 52, 7tm_1 domain",108391
2799,"Serine/threonine-protein kinase WNK3, Pkinase domain",102400
2800,"Trophozoite cysteine proteinase, Peptidase_C1 domain",106615
2801,"Gonadotropin-releasing hormone receptor, 7tm_1 domain",108267
2802,"Histone acetyltransferase GCN5, Acetyltransf_1 domain",100876
2803,"Platelet-derived growth factor subunit A, PDGF domain",108150
2804,"Platelet-derived growth factor subunit B, PDGF domain",107993
2805,"Protein-tyrosine phosphatase 1B, Y_phosphatase domain",11518
2806,"Sphingosine-1-phosphate lyase 1, Pyridoxal_deC domain",108363
2807,"Tyrosyl-DNA phosphodiesterase 2, Exo_endo_phos domain",105247
2808,"4-hydroxyphenylpyruvate dioxygenase, Glyoxalase domain",105530
2809,"Arylamine N-acetyltransferase 2, Acetyltransf_2 domain",108305
2810,"Ace-orthologous acetylcholinesterase, COesterase domain",106658
2811,"Tyrosine-protein phosphatase yopH, Y_phosphatase domain",100641
2812,"Indolethylamine N-methyltransferase, NNMT_PNMT_TEMT domain",10279
2813,"Indolethylamine N-methyltransferase, NNMT_PNMT_TEMT domain",108264
2814,"STE20-like serine/threonine-protein kinase, Pkinase domain",105419
2815,"Acyl coenzyme A:cholesterol acyltransferase 1, MBOAT domain",11202
2816,"DNA (cytosine-5)-methyltransferase 3A, DNA_methylase domain",322
2817,"Peptidyl-prolyl cis-trans isomerase C, Pro_isomerase domain",107654
2819,"Alkaline phosphatase, placental-like, Alk_phosphatase domain",108022
2820,"Lysine-specific histone demethylase 1B, Amino_oxidase domain",104419
2821,"Aldehyde dehydrogenase dimeric NADP-preferring, Aldedh domain",11131
2822,"Non-receptor tyrosine-protein kinase TYK2, Pkinase_Tyr domain",105608
2823,"Protein arginine N-methyltransferase 1, Methyltransf_31 domain",103589
2824,"Short transient receptor potential channel 3, Ion_trans domain",107641
2825,"Short transient receptor potential channel 6, Ion_trans domain",107640
2826,"Alkaline phosphatase tissue-nonspecific, Alk_phosphatase domain",12778
2827,"Extended-spectrum beta-lactamase SHV-48, Beta-lactamase2 domain",105517
2828,"Protoporphyrinogen oxidase, chloroplastic, Amino_oxidase domain",106599
2829,"Acetylcholine receptor subunit beta-like 2, Neur_chan_LBD domain",106614
2830,"Testis-specific serine/threonine-protein kinase 2, Pkinase domain",102391
2831,"1-aminocyclopropane-1-carboxylate synthase 5, Aminotran_1_2 domain",105532
2832,"Receptor-type tyrosine-protein phosphatase S, Y_phosphatase domain",107614
2833,"Acetylcholine receptor protein epsilon chain , Neur_chan_LBD domain",10640
2834,"Nicotinic acetylcholine receptor alpha2/beta2, Neur_chan_LBD domain",107884
2835,"Nicotinic acetylcholine receptor alpha2/beta4, Neur_chan_LBD domain",107885
2836,"Nuclear receptor subfamily 1 group D member 1, Hormone_recep domain",104468
2837,"Receptor-type tyrosine-protein phosphatase mu, Y_phosphatase domain",100623
2838,"Spermidine/spermine N(1)-acetyltransferase 1, Acetyltransf_1 domain",12678
2839,"Mitogen-activated protein kinase kinase kinase 11, Pkinase_Tyr domain",107667
2840,"Nicotinic acetylcholine receptor alpha-4/beta-2, Neur_chan_LBD domain",108396
2841,"Nicotinic acetylcholine receptor alpha8 subunit, Neur_chan_LBD domain",106581
2842,"Nicotinic acetylcholine receptor alpha9/alpha10, Neur_chan_LBD domain",107888
2843,"Nicotinic acetylcholine receptor alpha 5 subunit, Neur_chan_LBD domain",106552
2844,"Potassium voltage-gated channel subfamily H member 2, Ion_trans domain",107964
2845,"Tyrosine-protein phosphatase non-receptor type 3, Y_phosphatase domain",107615
2846,"Mitotic checkpoint serine/threonine-protein kinase BUB1, Pkinase domain",104146
2847,"Voltage-gated L-type calcium channel alpha-1D subunit, Ion_trans domain",11158
2848,"Alkaline phosphatase, tissue-nonspecific isozyme, Alk_phosphatase domain",107629
2849,"Microtubule-associated serine/threonine-protein kinase 3, Pkinase domain",107645
2850,"GMP-stimulated 3',5'-cyclic nucleotide phosphodiesterase, PDEase_I domain",107974
2851,"Nicotinic acetylcholine receptor alpha3/beta4/alpha5, Neur_chan_LBD domain",108129
2852,"Nicotinic acetylcholine receptor alpha4/beta2/alpha5, Neur_chan_LBD domain",107887
2853,"Nicotinic acetylcholine receptor alpha6/alpha3/beta4, Neur_chan_LBD domain",108132
2854,"Nicotinic acetylcholine receptor alpha6/alpha3/beta4, Neur_chan_LBD domain",108141
2855,"Voltage-dependent L-type calcium channel subunit alpha-1C, Ion_trans domain",106600
2856,"Zeta-carotene desaturase, chloroplastic/chromoplastic, Amino_oxidase domain",105540
2857,"Neuronal acetylcholine receptor protein alpha-4 subunit, Neur_chan_LBD domain",100148
2858,"Nicotinic acetylcholine receptor alpha6/alpha3/beta2/beta3, Neur_chan_LBD domain",108131
2859,"Transient receptor potential cation channel subfamily M member 2, Ion_trans domain",103516
2860,"Transient receptor potential cation channel subfamily M member 8, Ion_trans domain",107992
2944,"P-protein, CM_2 domain",109500
2945,"Plasmepsin V, Asp domain",109726
2946,"Neuraminidase, Neur domain",109720
2947,"NK-3 receptor, 7tm_1 domain",109608
2948,"Protein Gpr39, 7tm_1 domain",107978
2949,"AGAP002992-PA, Pro_CA domain",109570
2950,"Cathepsin H, Peptidase_C1 domain",109444
2951,"Cytochrome P450 2A6, p450 domain",20073
2952,"Jak1 protein, Pkinase_Tyr domain",109515
2953,"Peptidase 1, Peptidase_C1 domain",109528
2954,"Hemagglutinin, Hemagglutinin domain",106592
2955,"Phospholipase C-gamma-1, SH2 domain",11943
2956,"Glucose transporter, Sugar_tr domain",109669
2957,"Vanilloid receptor, Ion_trans domain",10260
2958,"Apoptosis regulator BAX, Bcl-2 domain",100916
2959,"Casein kinase I delta, Pkinase domain",100132
2960,"Neuromedin-U receptor 1, 7tm_1 domain",103121
2961,"Neuromedin-U receptor 1, 7tm_1 domain",109540
2962,"Neuromedin-U receptor 2, 7tm_1 domain",103075
2963,"Neuromedin-U receptor 2, 7tm_1 domain",109541
2964,"Coagulation factor VII, Trypsin domain",109511
2965,"Prostaglandin E synthase, MAPEG domain",109495
2966,"Vanilloid receptor 1, Ion_trans domain",100442
2967,"Vasopressin V1a receptor, 7tm_1 domain",109593
2968,"Acetylcholinesterase, COesterase domain",106590
2969,"FK506-binding protein 1B, FKBP_C domain",10257
2970,"Folate receptor beta, Folate_rec domain",20077
2971,"LIM domain kinase 1, Pkinase_Tyr domain",109573
2972,"Folate receptor alpha, Folate_rec domain",10103
2973,"Free fatty acid receptor 4, 7tm_1 domain",109428
2974,"G protein-coupled receptor, 7tm_1 domain",109734
2975,"Deoxyribonuclease-1, Exo_endo_phos domain",109543
2976,"Casein kinase 1, delta tv1, Pkinase domain",106594
2977,"Activin receptor type-1, Pkinase_Tyr domain",109183
2978,"G-protein coupled receptor 39, 7tm_1 domain",109498
2979,"Casein kinase I isoform alpha, Pkinase domain",109482
2980,"Proteinase activated receptor 4, 7tm_1 domain",18071
2981,"Rho-associated protein kinase, Pkinase domain",104981
2982,"6-phospho-1-fructokinase, putative, PFK domain",108019
2983,"Chemokine (C-C motif) receptor 1, 7tm_1 domain",109478
2984,"Lysophosphatidic acid receptor 4, 7tm_1 domain",109462
2985,"Methionine aminopeptidase, Peptidase_M24 domain",109486
2986,"Kynurenine 3-monooxygenase, FAD_binding_3 domain",11504
2987,"Kynurenine 3-monooxygenase, FAD_binding_3 domain",109577
2988,"Sodium-dependent proline transporter, SNF domain",109456
2989,"Sphingosine 1-phosphate receptor 1, 7tm_1 domain",109730
2990,"Sphingosine-1-phosphate receptor 1, 7tm_1 domain",109735
2991,"Lactase-phlorizin hydrolase, Glyco_hydro_1 domain",103059
2992,"Matrix metalloproteinase 17, Peptidase_M10 domain",17147
2993,"Hepatocyte growth factor activator, Trypsin domain",109514
2994,"Monoacylglycerol lipase ABHD12, Hydrolase_4 domain",101218
2995,"Ribosomal protein S6 kinase alpha-2, Pkinase domain",109544
2996,"Inosine-5'-monophosphate dehydrogenase, IMPDH domain",109471
2997,"Probable G-protein coupled receptor 88, 7tm_1 domain",109566
2998,"Serine/threonine-protein kinase Sgk2, Pkinase domain",101557
2999,"Subtilisin-like serine protease, Peptidase_S8 domain",104577
3000,"Histone acetyltransferase PCAF, Acetyltransf_1 domain",100875
3001,"4-hydroxyphenylpyruvate dioxygenase, Glyoxalase domain",123
3002,"Aldose reductase-related protein 1, Aldo_ket_red domain",109605
3003,"Formyl peptide receptor-related sequence 1, 7tm_1 domain",109574
3004,"Sn1-specific diacylglycerol lipase alpha, Lipase_3 domain",101098
3005,"DNA (cytosine-5)-methyltransferase 1, DNA_methylase domain",109519
3006,"Arachidonate 5-lipoxygenase-activating protein, MAPEG domain",109591
3007,"Double-strand break repair protein MRE11A, Metallophos domain",109117
3008,"Sodium channel protein type 9 subunit alpha, Ion_trans domain",109594
3009,"Equilibrative nucleoside transporter 2, Nucleoside_tran domain",103616
3010,"Mas-related G-protein coupled receptor member X1, 7tm_1 domain",109489
3011,"Mas-related G-protein coupled receptor member X1, 7tm_1 domain",109490
3012,"Signal transducer and activator of transcription 5B, SH2 domain",101347
3013,"Voltage-gated potassium channel subunit Kv7.1, Ion_trans domain",12930
3014,"Testis-specific serine/threonine-protein kinase 3, Pkinase domain",109599
3015,"Receptor-type tyrosine-protein phosphatase R, Y_phosphatase domain",109611
3016,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial, p450 domain",109473
3017,"Nuclear receptor subfamily 1 group I member 3, Hormone_recep domain",100997
3018,"Sodium-dependent neutral amino acid transporter B(0)AT2, SNF domain",109513
3019,"Ubiquitin carboxyl-terminal hydrolase isozyme L5, Peptidase_C12 domain",109575
3020,"Tyrosine-protein phosphatase non-receptor type 14, Y_phosphatase domain",109453
3021,"Tyrosine-protein phosphatase non-receptor type 18, Y_phosphatase domain",109521
3022,"ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1, Rib_hydrolayse domain",109609
3023,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial, Pro_isomerase domain",109465
3024,"Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase, Alpha-amylase domain",108025
3025,"Transient receptor potential cation channel subfamily A member 1, Ion_trans domain",101095
3026,"Transient receptor potential cation channel subfamily M member 5, Ion_trans domain",103787
3027,"Neuraminidase, Neur domain",103612
3028,"DGAT1 protein, MBOAT domain",109930
3029,"D-aspartate oxidase, DAO domain",109876
3030,"D-aspartate oxidase, DAO domain",109877
3031,"Enteropeptidase, Trypsin domain",103991
3032,"Anionic trypsin-1, Trypsin domain",109933
3033,"Carbonic anhydrase, Pro_CA domain",109845
3034,"Beta-lactamase, Lactamase_B domain",109773
3035,"Adenosine receptor A3, 7tm_1 domain",109866
3036,"Alpha-amylase, Alpha-amylase domain",109806
3037,"Carbonic anhydrase 2, Pro_CA domain",103955
3038,"Collagenase 3, Peptidase_M10 domain",109955
3039,"Urotensin II receptor, 7tm_1 domain",100139
3040,"P2X purinoceptor, P2X_receptor domain",109852
3041,"Somatostatin receptor 3, 7tm_1 domain",11263
3042,"Uncharacterized protein, 7tm_1 domain",109842
3043,"Acid-sensing ion channel 5, ASC domain",109894
3044,"Alpha-crystallin B chain, HSP20 domain",109886
3045,"P2X7 purinoceptor, P2X_receptor domain",109853
3046,"Acetylcholinesterase, COesterase domain",104567
3047,"Ghrelin O-acyltransferase, MBOAT domain",109818
3048,"Thyroid peroxidase, An_peroxidase domain",40
3049,"Egl nine homolog 1, 2OG-FeII_Oxy_3 domain",109927
3050,"Mu opioid receptor-like OR2, 7tm_1 domain",109864
3051,"G-protein coupled receptor 4, 7tm_1 domain",109929
3052,"Putative P2Y purinoceptor 10, 7tm_1 domain",109762
3053,"C-C chemokine receptor type 9, 7tm_1 domain",101345
3054,"Somatostatin receptor subtype 3, 7tm_1 domain",109809
3055,"78 kDa glucose-regulated protein, HSP70 domain",104157
3056,"Cysteinyl leukotriene receptor 2, 7tm_1 domain",109841
3057,"Lysophosphatidic acid receptor 1, 7tm_1 domain",109889
3058,"Pancreatic alpha-amylase, Alpha-amylase domain",10705
3059,"Neutral amino acid transporter B(0), SDF domain",109758
3060,"Cytochrome P450 11B2, mitochondrial, p450 domain",109884
3061,"Sphingosine 1-phosphate receptor 2, 7tm_1 domain",109880
3062,"LIP1, secretory lipase (Family 3), Lipase_3 domain",109860
3063,"Macrophage migration inhibitory factor, MIF domain",104386
3064,"Estradiol 17-beta-dehydrogenase 1, adh_short domain",104363
3065,"Estradiol 17-beta-dehydrogenase 1, adh_short domain",104365
3066,"Estradiol 17-beta-dehydrogenase 2, adh_short domain",104364
3067,"Growth factor receptor-bound protein 10, SH2 domain",109892
3068,"Probable G-protein coupled receptor 34, 7tm_1 domain",109761
